ID,Unnamed: 0,pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
2834,413675,413676,tcp,192.168.100.149,37829,192.168.100.5,80,150047,2.226645,79,0,1,1.574476,79,0,0.128174,4.723427,1,DoS,TCP
2835,2853033,2853034,udp,192.168.100.150,49927,192.168.100.3,80,224417,0.384121,100,4.038234,4,4.422352,100,0,0.460234,4.80647,1,DDoS,UDP
2836,1889604,1889605,tcp,192.168.100.148,63832,192.168.100.3,80,238364,0,56,0,3,0,100,0,0,0,1,DDoS,TCP
2837,647743,647744,udp,192.168.100.147,25535,192.168.100.7,80,30467,1.240606,100,0,4,1.752929,100,0,0.307655,2.72721,1,DoS,UDP
2838,450670,450671,tcp,192.168.100.149,47177,192.168.100.5,80,187042,2.106827,93,0.04497,1,3.023602,93,0,0.169732,4.575275,1,DoS,TCP
2839,1966576,1966577,tcp,192.168.100.147,24617,192.168.100.3,80,53183,0.288941,100,2.984426,3,3.385641,100,0,0.294891,3.653327,1,DDoS,TCP
2840,1511741,1511742,udp,192.168.100.150,46508,192.168.100.3,80,107999,0.03268,100,4.783329,4,4.814239,100,0,0.624933,4.868461,1,DoS,UDP
2841,3492812,3492813,udp,192.168.100.147,15087,192.168.100.3,80,77732,0.928763,100,2.675783,4,3.874207,100,0,0.889301,4.938966,1,DDoS,UDP
2842,641686,641687,udp,192.168.100.148,7623,192.168.100.6,80,24410,1.583266,41,0,4,2.738353,41,0,0.230107,3.788561,1,DoS,UDP
2843,1998161,1998162,tcp,192.168.100.149,47319,192.168.100.3,80,84768,1.932623,100,0,3,2.732248,100,0,0.251891,4.158872,1,DDoS,TCP
2844,1422364,1422365,udp,192.168.100.150,33689,192.168.100.3,80,18622,1.223001,100,1.738653,4,4.184551,100,0,0.586682,4.81331,1,DoS,UDP
2845,1741436,1741437,tcp,192.168.100.149,19798,192.168.100.3,80,90196,0,72,0,3,0,100,0,0.094083,0,1,DDoS,TCP
2846,1992348,1992349,tcp,192.168.100.148,62367,192.168.100.3,80,78955,1.612474,95,0,1,1.231037,100,0,0.268809,3.508939,1,DDoS,TCP
2847,2937274,2937275,udp,192.168.100.150,23209,192.168.100.3,80,46497,0.940184,77,2.044961,4,3.374583,100,0,0.494574,4.039443,1,DDoS,UDP
2848,3314973,3314974,udp,192.168.100.148,7748,192.168.100.3,80,162046,0.645635,69,2.770686,4,3.682895,100,0,0.725033,4.173237,1,DDoS,UDP
2849,3336703,3336704,udp,192.168.100.150,375,192.168.100.3,80,183776,1.926892,100,0,4,2.724948,100,0,0.490835,4.106531,1,DDoS,UDP
2850,3352307,3352308,udp,192.168.100.149,398,192.168.100.3,80,199380,1.955777,44,0,4,2.765877,100,0,0.484452,4.154618,1,DDoS,UDP
2851,2195382,2195383,tcp,192.168.100.149,1708,192.168.100.3,80,19841,1.69332,50,0,3,2.394701,100,0,0.282521,3.599686,1,DDoS,TCP
2852,596293,596294,tcp,192.168.100.147,27097,192.168.100.7,80,70513,0,98,0,3,0,98,0,0.070799,0,1,DoS,TCP
2853,949344,949345,udp,192.168.100.150,44953,192.168.100.3,80,69911,1.794933,94,0,4,3.589835,94,0,0.446788,4.49421,1,DoS,UDP
2854,2942640,2942641,udp,192.168.100.148,56155,192.168.100.3,80,51863,0.633368,100,2.763243,4,3.65896,100,0,0.729228,4.107221,1,DDoS,UDP
2855,3197831,3197832,udp,192.168.100.149,40152,192.168.100.3,80,44904,0.996538,100,2.0243,4,3.433313,100,0,0.485744,4.16316,1,DDoS,UDP
2856,3503937,3503938,udp,192.168.100.150,6916,192.168.100.3,80,88857,0.920789,73,2.117554,4,3.419743,100,0,0.489372,4.07303,1,DDoS,UDP
2857,2521340,2521341,tcp,192.168.100.147,13945,192.168.100.3,80,83653,0.119945,100,0,1,0.069251,100,0,0.106649,0.277002,1,DDoS,TCP
2858,536114,536115,tcp,192.168.100.147,12298,192.168.100.7,80,10333,0,30,0,3,0,30,0,0.067701,0,1,DoS,TCP
2859,3551968,3551969,udp,192.168.100.147,42106,192.168.100.3,80,136888,1.878693,78,0.983492,4,3.64033,100,0,0.928386,4.980436,1,DDoS,UDP
2860,1366563,1366564,udp,192.168.100.148,11218,192.168.100.6,80,224975,2.074826,78,0,4,2.073789,78,0,0.185497,4.240313,1,DoS,UDP
2861,2691789,2691790,udp,192.168.100.147,42585,192.168.100.3,80,63173,0.821507,100,2.989614,4,4.027439,100,0,0.833335,4.998568,1,DDoS,UDP
2862,1374174,1374175,udp,192.168.100.149,23106,192.168.100.5,80,232587,1.734619,100,0,4,2.105284,100,0,0.242663,3.93337,1,DoS,UDP
2863,54847,54848,tcp,192.168.100.147,31008,192.168.100.7,80,53371,0,83,0,3,0,83,0,0.124699,0,1,DoS,TCP
2864,140700,140701,tcp,192.168.100.148,41864,192.168.100.6,80,139224,0.006345,79,0,3,0.003173,79,0,0.132655,0.015863,1,DoS,TCP
2865,1247790,1247791,udp,192.168.100.149,61714,192.168.100.5,80,106202,1.759027,100,0,4,2.136857,100,0,0.221449,3.967465,1,DoS,UDP
2866,509704,509705,tcp,192.168.100.150,14222,192.168.100.3,80,246078,0,100,0.18529,1,0.18529,100,0,5.396945,0.18529,1,DoS,TCP
2867,1312492,1312493,udp,192.168.100.147,61570,192.168.100.7,80,170904,1.746884,95,0,4,2.957864,95,0,0.199833,4.544449,1,DoS,UDP
2868,3059199,3059200,udp,192.168.100.150,43867,192.168.100.3,80,168422,1.899508,100,0,4,2.68631,100,0,0.494513,4.030013,1,DDoS,UDP
2869,3173973,3173974,udp,192.168.100.150,38940,192.168.100.3,80,21046,0.969338,100,2.034156,4,3.404803,100,0,0.490312,4.11057,1,DDoS,UDP
2870,345079,345080,tcp,192.168.100.147,8213,192.168.100.7,80,81450,0,100,0,3,0,100,0,0.109664,0,1,DoS,TCP
2871,2834887,2834888,udp,192.168.100.148,189,192.168.100.3,80,206271,2.124523,55,0,4,2.978298,100,0,0.683296,4.81053,1,DDoS,UDP
2872,2409869,2409870,tcp,192.168.100.150,61453,192.168.100.3,80,234330,0.038062,84,3.716323,3,3.754385,100,0,0.262603,3.792447,1,DDoS,TCP
2873,351687,351688,tcp,192.168.100.149,20185,192.168.100.5,80,88058,2.062481,18,0,3,1.190774,18,0,0.122684,4.763096,1,DoS,TCP
2874,1128647,1128648,udp,192.168.100.148,63094,192.168.100.6,80,249215,0.029351,100,3.500642,4,3.549989,100,0,0.280411,3.574578,1,DoS,UDP
2875,2453736,2453737,tcp,192.168.100.148,48159,192.168.100.3,80,16048,1.217256,76,0,3,1.217256,100,0,0.136375,2.434512,1,DDoS,TCP
2876,511873,511874,tcp,192.168.100.150,16339,192.168.100.3,80,248247,0,100,0.182268,1,0.182268,100,0,5.486427,0.182268,1,DoS,TCP
2877,3315858,3315859,udp,192.168.100.148,8441,192.168.100.3,80,162931,0.646228,100,2.769889,4,3.682913,100,0,0.725043,4.174132,1,DDoS,UDP
2878,2050901,2050902,tcp,192.168.100.147,46637,192.168.100.3,80,137508,1.69692,100,0,3,2.399615,100,0,0.289495,3.62573,1,DDoS,TCP
2879,194567,194568,tcp,192.168.100.147,1616,192.168.100.7,80,193091,0,100,0,3,0,100,0,0.128965,0,1,DoS,TCP
2880,3439813,3439814,udp,192.168.100.149,53799,192.168.100.3,80,24733,1.000739,24,1.984269,4,3.398964,100,0,0.490084,4.140898,1,DDoS,UDP
2881,784884,784885,udp,192.168.100.147,57009,192.168.100.7,80,167608,0.855438,100,2.561614,4,3.046757,100,0,0.357545,4.755119,1,DoS,UDP
2882,2768927,2768928,udp,192.168.100.149,21497,192.168.100.3,80,140311,2.016424,33,0,4,2.841837,100,0,0.396702,4.467498,1,DDoS,UDP
2883,1617677,1617678,udp,192.168.100.147,13998,192.168.100.7,80,213936,1.572936,36,0,4,2.724339,36,0,0.290805,3.644946,1,DoS,UDP
2884,1990199,1990200,tcp,192.168.100.148,61553,192.168.100.3,80,76806,1.653169,100,0,3,1.168967,100,0,0.204211,3.506901,1,DDoS,TCP
2885,3504680,3504681,udp,192.168.100.150,7083,192.168.100.3,80,89600,0.921098,100,2.115215,4,3.41784,100,0,0.489427,4.072246,1,DDoS,UDP
2886,2396867,2396868,tcp,192.168.100.147,33613,192.168.100.3,80,221328,1.421439,100,0,3,2.010188,100,0,0.330007,3.024965,1,DDoS,TCP
2887,3186637,3186638,udp,192.168.100.148,42672,192.168.100.3,80,33710,0.650703,79,2.77039,4,3.690389,100,0,0.723888,4.168322,1,DDoS,UDP
2888,3197786,3197787,udp,192.168.100.149,40107,192.168.100.3,80,44859,0.993463,70,2.024296,4,3.428957,100,0,0.485744,4.156785,1,DDoS,UDP
2889,1125068,1125069,udp,192.168.100.148,61435,192.168.100.6,80,245636,0.028253,100,3.517345,4,3.553785,100,0,0.280224,3.587134,1,DoS,UDP
2890,608270,608271,tcp,192.168.100.148,3644,192.168.100.6,80,82490,0.015155,89,0,3,0.008749,89,0,0.05302,0.034998,1,DoS,TCP
2891,3401449,3401450,udp,192.168.100.149,24176,192.168.100.3,80,248522,1.939438,100,0,4,2.742181,100,0,0.484588,4.162919,1,DDoS,UDP
2892,671619,671620,udp,192.168.100.148,17221,192.168.100.6,80,54343,1.567955,100,0,4,2.71462,100,0,0.232182,3.69398,1,DoS,UDP
2893,1022092,1022093,udp,192.168.100.148,42541,192.168.100.6,80,142659,0.025082,74,3.524048,4,3.560994,74,0,0.28021,3.594358,1,DoS,UDP
2894,2157847,2157848,tcp,192.168.100.150,1286,192.168.100.3,80,244455,2.114362,87,0,1,2.114362,100,0,0.207254,4.228724,1,DDoS,TCP
2895,2615498,2615499,tcp,192.168.100.148,40202,192.168.100.3,80,177812,0.14989,68,0,1,0.105988,100,0,0.0874559999999999,0.317964,1,DDoS,TCP
2896,685373,685374,udp,192.168.100.149,10348,192.168.100.5,80,68097,1.938939,100,0,4,2.74206,100,0,0.15785,4.120547,1,DoS,UDP
2897,71068,71069,tcp,192.168.100.149,11063,192.168.100.5,80,69592,0,100,0,3,0,100,0,0.104526,0,1,DoS,TCP
2898,2541061,2541062,tcp,192.168.100.148,4302,192.168.100.3,80,103375,1.710213,100,0,3,1.209303,100,0,0.0712,3.62791,1,DDoS,TCP
2899,2907941,2907942,udp,192.168.100.148,49600,192.168.100.3,80,17164,0.632456,72,2.759858,4,3.65428,100,0,0.656558,4.104422,1,DDoS,UDP
2900,637280,637281,udp,192.168.100.148,5521,192.168.100.6,80,20004,1.585758,100,0,4,2.742117,100,0,0.229902,3.802812,1,DoS,UDP
2901,2232834,2232835,tcp,192.168.100.149,14812,192.168.100.3,80,57294,1.671102,90,0,3,2.361023,100,0,0.280729,3.631246,1,DDoS,TCP
2902,2289224,2289225,tcp,192.168.100.149,54806,192.168.100.3,80,113685,1.690856,100,0,1,2.390069,100,0,0.375289,3.649644,1,DDoS,TCP
2903,757089,757090,udp,192.168.100.148,36128,192.168.100.6,80,139813,1.554927,100,0,4,2.693194,100,0,0.241431,3.596898,1,DoS,UDP
2904,1495154,1495155,udp,192.168.100.147,44268,192.168.100.7,80,91412,1.576336,100,0,4,2.730257,100,0,0.246222,3.653638,1,DoS,UDP
2905,2812391,2812392,udp,192.168.100.148,58354,192.168.100.3,80,183775,1.276244,100,1.367965,4,3.171072,100,0,0.65176,4.141936,1,DDoS,UDP
2906,459140,459141,tcp,192.168.100.148,39245,192.168.100.6,80,195512,0.064527,83,0,3,0.032263,83,0,0.126702,0.161317,1,DoS,TCP
2907,1425205,1425206,udp,192.168.100.150,35186,192.168.100.3,80,21463,1.226242,100,1.732074,4,4.184491,100,0,0.586831,4.81223,1,DoS,UDP
2908,938830,938831,udp,192.168.100.148,21544,192.168.100.6,80,59397,0.007115,33,3.565615,4,3.576341,33,0,0.279595,3.585652,1,DoS,UDP
2909,2102707,2102708,tcp,192.168.100.149,2981,192.168.100.3,80,189314,0.007352,100,4.027,1,4.03422,100,0,0.331855,4.04144,1,DDoS,TCP
2910,2976033,2976034,udp,192.168.100.150,33012,192.168.100.3,80,85256,0.951165,100,2.015523,4,3.360649,100,0,0.495016,4.039982,1,DDoS,UDP
2911,1724898,1724899,tcp,192.168.100.147,27464,192.168.100.3,80,73658,2.327895,3,0,3,2.327895,100,0,0.137196,4.655791,1,DDoS,TCP
2912,2528677,2528678,tcp,192.168.100.149,42923,192.168.100.3,80,90990,0.099457,68,0,1,0.098732,100,0.101857,0.113221,0.214425,1,DDoS,TCP
2913,2261460,2261461,tcp,192.168.100.148,64666,192.168.100.3,80,85920,1.573724,92,0,3,2.21878,100,0,0.30628,3.478743,1,DDoS,TCP
2914,486433,486434,tcp,192.168.100.150,56424,192.168.100.3,80,222807,0.020039,100,0.132299,1,0.152338,100,0.036974,0.110921,0.172377,1,DoS,TCP
2915,740024,740025,udp,192.168.100.149,22819,192.168.100.5,80,122748,2.110179,78,0,4,2.108337,78,0,0.202526,4.341347,1,DoS,UDP
2916,1986727,1986728,tcp,192.168.100.147,30452,192.168.100.3,80,73334,0.272323,100,3.01505,3,3.390124,100,0,0.294409,3.653364,1,DDoS,TCP
2917,1098122,1098123,udp,192.168.100.147,19300,192.168.100.7,80,218689,0.529968,100,2.541102,4,2.847289,100,0,0.406361,3.906107,1,DoS,UDP
2918,1902177,1902178,tcp,192.168.100.150,59682,192.168.100.3,80,250937,0,65,0,3,0,100,0,0,0,1,DDoS,TCP
2919,1717312,1717313,tcp,192.168.100.150,13263,192.168.100.3,80,66072,0,47,0,3,0,100,0,0.08521,0,1,DDoS,TCP
2920,2961742,2961743,udp,192.168.100.149,26437,192.168.100.3,80,70965,0.951401,89,2.041683,4,3.387152,100,0,0.493015,4.065423,1,DDoS,UDP
2921,1997012,1997013,tcp,192.168.100.150,33373,192.168.100.3,80,83619,0.109649,100,4.045634,3,4.155282,100,0,0.205082,4.264931,1,DDoS,TCP
2922,944173,944174,udp,192.168.100.147,45057,192.168.100.7,80,64740,0.44488,100,1.393214,4,2.387819,100,0,0.404284,2.601357,1,DoS,UDP
2923,522677,522678,tcp,192.168.100.150,27147,192.168.100.3,80,259051,0,100,0.175699,1,0.175699,100,0,5.691552,0.175699,1,DoS,TCP
2924,3047806,3047807,udp,192.168.100.147,29197,192.168.100.3,80,157029,1.369455,100,1.971572,4,3.908267,100,0,1.025091,4.881307,1,DDoS,UDP
2925,305724,305725,tcp,192.168.100.149,2285,192.168.100.5,80,42095,2.033442,73,0,3,1.174008,73,0,0.135634,4.696032,1,DoS,TCP
2926,2935538,2935539,udp,192.168.100.149,19039,192.168.100.3,80,44761,1.911721,100,0,4,2.703581,100,0,0.493462,4.057188,1,DDoS,UDP
2927,3342349,3342350,udp,192.168.100.148,26257,192.168.100.3,80,189422,1.27909,100,1.420872,4,3.22937,100,0,0.723985,4.166973,1,DDoS,UDP
2928,3417122,3417123,udp,192.168.100.148,26917,192.168.100.3,80,2040,0.648227,42,2.752161,4,3.66835,100,0,0.728671,4.153774,1,DDoS,UDP
2929,2480127,2480128,tcp,192.168.100.147,60421,192.168.100.3,80,42440,1.327454,51,0,1,1.327454,100,0,0.089767,2.654908,1,DDoS,TCP
2930,3187141,3187142,udp,192.168.100.148,42792,192.168.100.3,80,34214,0.64733,100,2.775259,4,3.690548,100,0,0.723876,4.163673,1,DDoS,UDP
2931,1004109,1004110,udp,192.168.100.148,38190,192.168.100.6,80,124676,0.018501,70,3.547633,4,3.569901,70,0,0.279901,3.591499,1,DoS,UDP
2932,345422,345423,tcp,192.168.100.148,63028,192.168.100.6,80,81793,0.010542,100,0,1,0.008581,100,0.055904,0.164508,0.02276,1,DoS,TCP
2933,139660,139661,tcp,192.168.100.147,52983,192.168.100.7,80,138184,0,100,0,3,0,100,0,0.119157,0,1,DoS,TCP
2934,40170,40171,tcp,192.168.100.147,27288,192.168.100.7,80,38694,0,100,0,3,0,100,0,0.09353,0,1,DoS,TCP
2935,2689421,2689422,udp,192.168.100.147,41369,192.168.100.3,80,60805,0.043026,97,3.989765,4,4.026702,100,0,0.832914,4.08708,1,DDoS,UDP
2936,756385,756386,udp,192.168.100.150,36353,192.168.100.3,80,139109,0.097494,64,4.46102,4,4.576142,64,0,0.39449,4.730971,1,DoS,UDP
2937,2720635,2720636,udp,192.168.100.150,9261,192.168.100.3,80,92019,1.199795,100,2.010604,4,3.642979,100,0,0.400968,4.860136,1,DDoS,UDP
2938,3297626,3297627,udp,192.168.100.150,59436,192.168.100.3,80,144699,1.929141,100,0,4,2.72807,100,0,0.490671,4.116682,1,DDoS,UDP
2939,818145,818146,udp,192.168.100.149,40420,192.168.100.5,80,200869,2.108482,100,0,4,2.107488,100,0,0.21472,4.306499,1,DoS,UDP
2940,3171126,3171127,udp,192.168.100.147,51117,192.168.100.3,80,18199,0.950534,43,2.968515,4,4.312728,100,0,1.003247,4.994107,1,DDoS,UDP
2941,1023740,1023741,udp,192.168.100.149,32025,192.168.100.5,80,144307,1.783773,54,0,4,3.08934,54,0,0.230781,4.146894,1,DoS,UDP
2942,2569105,2569106,tcp,192.168.100.148,18799,192.168.100.3,80,131419,0,100,0,3,0,100,0,0.091845,0,1,DDoS,TCP
2943,3510844,3510845,udp,192.168.100.147,24625,192.168.100.3,80,95764,0.802689,100,3.258929,4,4.393768,100,0,0.92087,4.985057,1,DDoS,UDP
2944,3114400,3114401,udp,192.168.100.150,56569,192.168.100.3,80,223623,1.899683,100,0,4,2.686557,100,0,0.494838,4.030281,1,DDoS,UDP
2945,1667306,1667307,tcp,192.168.100.147,11135,192.168.100.3,80,16066,0.008839,80,0,1,0.008839,100,0,0.21354,0.017678,1,DDoS,TCP
2946,2021309,2021310,tcp,192.168.100.147,39418,192.168.100.3,80,107916,0.284268,69,3.099657,1,3.4448,100,0,0.354996,3.795895,1,DDoS,TCP
2947,1556799,1556800,udp,192.168.100.148,8259,192.168.100.6,80,153057,1.742115,100,0,4,3.017224,100,0,0.238682,4.044325,1,DoS,UDP
2948,557345,557346,tcp,192.168.100.148,56884,192.168.100.6,80,31564,0.013739,100,0,3,0.007932,100,0,0.053237,0.031728,1,DoS,TCP
2949,2507108,2507109,tcp,192.168.100.147,4338,192.168.100.3,80,69421,1.679239,100,0,1,1.187401,100,0,0.113683,3.562203,1,DDoS,TCP
2950,2985121,2985122,udp,192.168.100.148,65182,192.168.100.3,80,94344,0.634353,100,2.762256,4,3.659363,100,0,0.729169,4.109622,1,DDoS,UDP
2951,863917,863918,udp,192.168.100.148,64912,192.168.100.6,80,246641,1.655081,100,0,4,2.836436,100,0,0.26968,4.173363,1,DoS,UDP
2952,2945274,2945275,udp,192.168.100.150,25256,192.168.100.3,80,54497,0.940718,88,2.042318,4,3.372689,100,0,0.494673,4.040611,1,DDoS,UDP
2953,3061596,3061597,udp,192.168.100.148,24821,192.168.100.3,80,170819,0.640182,70,2.749829,4,3.65517,100,0,0.729593,4.111868,1,DDoS,UDP
2954,106663,106664,tcp,192.168.100.148,32786,192.168.100.6,80,105187,0.120519,100,0,1,0.066731,100,0.038831,0.129614,0.306875,1,DoS,TCP
2955,2814705,2814706,udp,192.168.100.148,59132,192.168.100.3,80,186089,1.264426,28,1.368588,4,3.153382,100,0,0.654512,4.140879,1,DDoS,UDP
2956,309968,309969,tcp,192.168.100.149,4613,192.168.100.5,80,46339,2.071871,100,0,3,1.196195,100,0,0.133587,4.784782,1,DoS,TCP
2957,871430,871431,udp,192.168.100.149,60100,192.168.100.5,80,254155,0.21448,100,4.095079,4,4.293638,100,0,0.23462,4.591501,1,DoS,UDP
2958,40727,40728,tcp,192.168.100.149,2812,192.168.100.5,80,39251,0,29,0,3,0,29,0,0.103662,0,1,DoS,TCP
2959,3083491,3083492,udp,192.168.100.150,47931,192.168.100.3,80,192714,1.898797,14,0,4,2.685303,100,0,0.49481,4.03082,1,DDoS,UDP
2960,3552314,3552315,udp,192.168.100.148,59009,192.168.100.3,80,137234,0.735702,94,2.558905,4,3.599153,100,0,0.666083,4.136563,1,DDoS,UDP
2961,2616411,2616412,tcp,192.168.100.148,40543,192.168.100.3,80,178725,0.13309,100,0,1,0.094109,100,0,0.088124,0.282326,1,DDoS,TCP
2962,365325,365326,tcp,192.168.100.150,37560,192.168.100.3,80,101696,0.005998,80,0.142711,1,0.148708,80,0.034579,0.103737,0.154706,1,DoS,TCP
2963,1003249,1003250,udp,192.168.100.150,58674,192.168.100.3,80,123816,1.789839,90,0,4,3.579626,90,0,0.446608,4.487515,1,DoS,UDP
2964,3651790,3651791,tcp,192.168.100.150,36917,192.168.100.5,5963,28527,0,100,1.05326,1,1.05326,100,0,0,1.05326,1,Reconnaissance,Service_Scan
2965,2044877,2044878,tcp,192.168.100.147,45255,192.168.100.3,80,131484,1.678715,100,0,3,2.373636,100,0,0.28951,3.59932,1,DDoS,TCP
2966,3000299,3000300,udp,192.168.100.147,6525,192.168.100.3,80,109522,1.367545,100,1.976649,4,3.910633,100,0,1.025015,4.884461,1,DDoS,UDP
2967,1956973,1956974,tcp,192.168.100.150,24103,192.168.100.3,80,43577,2.223783,100,0,3,2.223783,100,0,0.136044,4.447566,1,DDoS,TCP
2968,3229414,3229415,udp,192.168.100.147,1933,192.168.100.3,80,76487,1.412836,100,1.986203,4,3.984171,100,0,1.003375,4.998866,1,DDoS,UDP
2969,1230542,1230543,udp,192.168.100.148,37482,192.168.100.6,80,88954,2.056225,100,0,4,1.677155,100,0,0.190214,4.34113,1,DoS,UDP
2970,1728588,1728589,tcp,192.168.100.150,16341,192.168.100.3,80,77348,0.064053,13,0,1,0.064053,100,0,0.171847,0.128107,1,DDoS,TCP
2971,2395854,2395855,tcp,192.168.100.147,33312,192.168.100.3,80,220315,1.418908,96,0,3,2.006549,100,0,0.330258,3.026293,1,DDoS,TCP
2972,558378,558379,tcp,192.168.100.147,18110,192.168.100.7,80,32597,0,31,0,3,0,31,0,0.06887,0,1,DoS,TCP
2973,616168,616169,tcp,192.168.100.148,5724,192.168.100.6,80,90388,0,100,0,3,0,100,0,0.052971,0,1,DoS,TCP
2974,2521804,2521805,tcp,192.168.100.147,14299,192.168.100.3,80,84117,0,100,0,3,0,100,0,0.079714,0,1,DDoS,TCP
2975,1375208,1375209,udp,192.168.100.149,23564,192.168.100.5,80,233621,1.731746,100,0,4,2.102034,100,0,0.243241,3.924599,1,DoS,UDP
2976,2483622,2483623,tcp,192.168.100.147,61393,192.168.100.3,80,45935,1.238472,72,0,3,1.238472,100,0,0.059559,2.476945,1,DDoS,TCP
2977,2569208,2569209,tcp,192.168.100.147,31490,192.168.100.3,80,131522,0.15015,96,0,1,0.086689,100,0,0.094803,0.346757,1,DDoS,TCP
2978,1083116,1083117,udp,192.168.100.147,6790,192.168.100.7,80,203683,0.023769,100,2.542085,4,2.581255,100,0,0.386588,2.60984,1,DoS,UDP
2979,279861,279862,tcp,192.168.100.149,60375,192.168.100.5,80,16232,1.993999,41,0,3,1.151236,41,0,0.136003,4.604944,1,DoS,TCP
2980,538218,538219,tcp,192.168.100.150,62802,192.168.100.3,80,12437,0.024169,82,0.140113,1,0.163785,82,0.040317,0.100794,0.196974,1,DoS,TCP
2981,817094,817095,udp,192.168.100.147,64167,192.168.100.7,80,199818,1.051139,100,0,4,2.100822,100,0,0.325174,2.683933,1,DoS,UDP
2982,1144045,1144046,udp,192.168.100.148,17530,192.168.100.6,80,2457,2.050715,92,0,4,1.673178,92,0,0.191087,4.306861,1,DoS,UDP
2983,2084974,2084975,tcp,192.168.100.149,64228,192.168.100.3,80,171581,1.866166,98,0,3,2.638101,100,0,0.254169,4.021793,1,DDoS,TCP
2984,2731187,2731188,udp,192.168.100.149,11763,192.168.100.3,80,102571,2.10426,65,0,4,2.946817,100,0,0.387275,4.77948,1,DDoS,UDP
2985,1484509,1484510,udp,192.168.100.149,39074,192.168.100.5,80,80767,0.128801,41,3.259485,4,3.377098,41,0,0.282682,3.582566,1,DoS,UDP
2986,1462288,1462289,udp,192.168.100.149,36245,192.168.100.5,80,58546,0.139664,31,3.256298,4,3.380831,31,0,0.282441,3.608323,1,DoS,UDP
2987,201485,201486,tcp,192.168.100.149,46935,192.168.100.5,80,200009,0,100,0,3,0,100,0,0.119384,0,1,DoS,TCP
2988,3335347,3335348,udp,192.168.100.149,62928,192.168.100.3,80,182420,1.951799,82,0,4,2.760236,100,0,0.484359,4.150324,1,DDoS,UDP
2989,117990,117991,tcp,192.168.100.147,47377,192.168.100.7,80,116514,0,67,0,3,0,67,0,0.116806,0,1,DoS,TCP
2990,2784086,2784087,udp,192.168.100.147,224,192.168.100.3,80,155470,0.705051,100,3.002432,4,3.912533,100,0,0.872866,4.720336,1,DDoS,UDP
2991,1840351,1840352,tcp,192.168.100.147,55408,192.168.100.3,80,189111,0,90,0,3,0,100,0,0,0,1,DDoS,TCP
2992,1974797,1974798,tcp,192.168.100.150,28508,192.168.100.3,80,61404,2.198091,100,0,3,2.198091,100,0,0.13639,4.396182,1,DDoS,TCP
2993,3207182,3207183,udp,192.168.100.149,42207,192.168.100.3,80,54255,0.992608,62,2.025903,4,3.429308,100,0,0.485794,4.15833,1,DDoS,UDP
2994,2314789,2314790,tcp,192.168.100.148,19140,192.168.100.3,80,139250,1.550849,27,0,3,2.186515,100,0,0.309564,3.428313,1,DDoS,TCP
2995,1260988,1260989,udp,192.168.100.150,53609,192.168.100.3,80,119400,1.799352,77,0,4,3.17689,77,0,0.461507,4.918962,1,DoS,UDP
2996,1690121,1690122,tcp,192.168.100.147,18695,192.168.100.3,80,38881,0,90,0,3,0,100,0,0.104898,0,1,DDoS,TCP
2997,212699,212700,tcp,192.168.100.150,39246,192.168.100.3,80,211223,0,100,0.091786,1,0.091786,100,0,10.894908,0.091786,1,DoS,TCP
2998,769452,769453,udp,192.168.100.150,40765,192.168.100.3,80,152176,0.128556,96,4.398494,4,4.539701,96,0,0.397947,4.738747,1,DoS,UDP
2999,254854,254855,tcp,192.168.100.150,62602,192.168.100.3,80,253403,0,100,0.187514,1,0.187514,100,0,5.332935,0.187514,1,DoS,TCP
3000,3064921,3064922,udp,192.168.100.148,26034,192.168.100.3,80,174144,0.639207,86,2.751335,4,3.655304,100,0,0.729507,4.110046,1,DDoS,UDP
3001,3279259,3279260,udp,192.168.100.148,61175,192.168.100.3,80,126332,1.295492,70,1.396142,4,3.228009,100,0,0.72468,4.169327,1,DDoS,UDP
3002,465327,465328,tcp,192.168.100.149,50979,192.168.100.5,80,201699,2.130503,100,0,3,1.506493,100,0,0.127251,4.519479,1,DoS,TCP
3003,572175,572176,tcp,192.168.100.147,21738,192.168.100.7,80,46394,0,90,0,3,0,90,0,0.069604,0,1,DoS,TCP
3004,1437189,1437190,udp,192.168.100.147,33679,192.168.100.7,80,33447,0.50775,100,2.501055,4,3.376015,100,0,0.286978,3.748844,1,DoS,UDP
3005,2670152,2670153,udp,192.168.100.148,14302,192.168.100.3,80,41536,0.304069,91,3.494183,4,3.924186,100,0,0.600408,4.142399,1,DDoS,UDP
3006,3302492,3302493,udp,192.168.100.147,45307,192.168.100.3,80,149565,0.940804,95,2.983308,4,3.648579,100,0,0.930914,4.979077,1,DDoS,UDP
3007,1724460,1724461,tcp,192.168.100.148,23007,192.168.100.3,80,73220,0.129719,67,0,1,0.129719,100,0,0.191001,0.259439,1,DDoS,TCP
3008,152381,152382,tcp,192.168.100.148,44872,192.168.100.6,80,150905,0.015763,100,0,1,0.015759,100,0.040948,0.122839,0.032029,1,DoS,TCP
3009,732453,732454,udp,192.168.100.147,45504,192.168.100.7,80,115177,1.558895,100,0,4,2.551331,100,0,0.347298,4.922915,1,DoS,UDP
